epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,1314.74,0.99538,2.89341,0.9092,0.00362,0.65586,0.21049,0.12632,0.8612,4.07144,0.81867,0.000410354,0.000410354,0.000410354
